ClusterId,DistrictCity,Jamoat,DateCollectionStart,BoxID,MONEY,DATE,COUNT,PSU_ID,URB_RUR,REGION,DISTRICT,LONG,LAT
10,Dushanbe,"Firdavsi str.,h 39.,ap 5",11/25/2016,1001,1,12/9/2016 15:53,87,10,urban,Dushanbe,Firdavsi,68.76331505,38.51701626
12,Dushanbe,,11/9/2016,1002,1,1/6/2017 11:54,204,12,urban,Dushanbe,Shohmansur,68.84520185,38.56253998
41,Fayzobod,Miskinobod,12/1/2016,1003,1,1/7/2017 5:03,310,41,Rural,DRS,Fayzabad,69.60020189,38.69467064
122,Asht,Shaydon,11/30/2016,1004,1,11/2/2016 1:00,17,122,Rural,Sugd,Asht,70.31488099,40.67285066
94,Farkhor,Vatan,10/31/2016,1005,1,10/25/2016 6:36,62,94,Rural,Khatlon,Farkhor,69.38576119,37.5294611
50,Kurgan-Tyube,,10/29/2016,1006,1,1/7/2017 2:06,222,50,urban,Khatlon,Курган-Тюбе,68.77796122,37.84467432
131,Istaravshan,Zarhalol,11/27/2016,1007,1,1/7/2017 0:04,276,131,Rural,Sugd,Istaravshan,69.02904727,39.97079798
67,J.Rumi,,10/24/2016,1008,1,1/7/2017 5:24,648,67,urban,Khatlon,J.Rumi,68.6569064,37.58924053
100,Temurnalik,Karakamish,11/22/2016,1009,1,1/7/2017 9:26,353,100,Rural,Khatlon,Temurmalik,69.48918127,38.20394327
29,Shahrinav,Khujanbi str.,12/2/2016,1010,1,1/7/2017 6:34,169,29,urban,DRS,Shahrinav,68.33198449,38.53176612
126,J.Rasulov,Gulakandoz,12/11/2016,1011,1,1/7/2017 0:04,193,126,Rural,Sugd,J.Rasulov,69.45667544,40.16107849
77,Shahrituz,Sayod,10/26/2016,1012,1,1/7/2017 0:08,504,77,Rural,Khatlon,Shahrituz,68.14991287,37.2103631
103,Khujand,"Gagarin str.,h 12/12b",11/30/2016,1013,1,12/9/2016 13:49,49,103,urban,Sugd,Khujand,69.59013445,40.2894689
66,Yovon,Obimuki,12/2/2016,1014,1,1/7/2017 9:30,485,66,Rural,Khatlon,Yavan,69.04057484,38.25519148
63,Jomi,Iakkatut,12/6/2016,1015,1,1/7/2017 0:10,103,63,Rural,Khatlon,A.Jomi,68.75491381,37.9556626
51,Kurgan-Tyube,,10/31/2016,1016,1,1/7/2017 3:23,283,51,urban,Khatlon,Курган-Тюбе,68.77390882,37.84206577
99,Khovaling,Lohuti,11/15/2016,1017,1,1/7/2017 4:56,527,99,Rural,Khatlon,Khovaling,69.8388807,38.32252795
148,Rushon,Basid,11/13/2016,1018,1,1/7/2017 7:37,461,148,Rural,GBAO,Rushon,72.16326079,38.10514726
45,Rasht,Dzharf,11/11/2016,1019,1,1/7/2017 5:04,458,45,Rural,DRS,Rasht,70.628691,39.147376
107,B.Gafurov,Kuybishev,12/3/2016,1020,1,1/7/2017 1:20,276,107,urban,Sugd,B.Gafurov,69.70756918,40.22811016
39,Fayzobod,Fayzobod,11/25/2016,1021,1,1/7/2017 3:30,304,39,urban,DRS,Fayzabad,69.31359849,38.52606983
101,Temurmalik,Karakamish,12/25/2016,1022,1,1/7/2017 4:48,416,101,Rural,Khatlon,Temurmalik,69.52344847,38.23299811
143,Panjakent,Sarazm,11/25/2016,1023,1,1/7/2017 3:25,147,143,Rural,Sugd,Panjakent,67.51757327,39.44362207
35,Vahdat,Abdulvositov,11/11/2016,1024,1,1/7/2017 3:55,285,35,Rural,DRS,Vahdat,69.07583472,38.56390512
113,B.Gafurov,Ismoil,11/23/2016,1025,1,1/7/2017 5:42,277,113,Rural,Sugd,B.Gafurov,69.945693,40.432452
144,Panjakent,Sudzhina,11/29/2016,1026,1,12/19/2016 8:14,55,144,Rural,Sugd,Panjakent,67.7189012,39.48637049
22,Rudaki,Chimteppa,12/3/2016,1027,1,1/7/2017 0:54,258,22,Rural,DRS,Rudaki,68.72045866,38.49543076
97,Baljuvon,Satalmush,11/15/2016,1028,1,1/7/2017 0:17,769,97,Rural,Khatlon,Baljuvon,69.75608917,38.35540909
47,Rasht,Kalai  Surkh,11/7/2016,1029,1,1/7/2017 4:56,433,47,Rural,DRS,Rasht,70.09071,38.995396
107,B. Gafurov,,11/19/2016,1030,1,1/7/2017 4:29,444,107,urban,Sugd,B.Gafurov,69.70756918,40.22811016
95,Nurek,Uzbek langar str,11/30/2016,1031,1,1/4/2017 11:30,63,95,urban,Khatlon,Nurek,69.32308828,38.38970314
87,Vose,,11/5/2016,1032,1,1/7/2017 0:01,590,87,urban,Khatlon,Voce,69.63650438,37.7953963
37,Vahdat,Simiganj,11/19/2016,1033,1,1/7/2017 5:20,122,37,Rural,DRS,Vahdat,69.00756093,38.63505835
17,Hisor,Almosi,11/7/2016,1034,1,10/26/2016 10:32,73,17,Rural,DRS,Gissar,68.61052693,38.61767572
27,Tursunzoda,Karatog,11/17/2016,1035,1,1/7/2017 5:18,380,27,Rural,DRS,Tursubzoda,68.32935054,38.62285729
89,Vose,Mirali Mahmadali,11/11/2016,1036,1,1/7/2017 4:31,551,89,Rural,Khatlon,Voce,69.57080277,37.88867035
25,Tursunzoda,,11/12/2016,1037,1,1/7/2017 5:55,206,25,urban,DRS,Tursubzoda,68.25983787,38.5414872
84,Kulob,Zardbor,10/1/2016,1038,1,1/7/2017 2:32,340,84,Rural,Khatlon,Kulob,69.75446875,37.87022935
98,Khovaling,Jahonbakht,11/11/2016,1039,1,11/11/2016 5:40,24,98,Rural,Khatlon,Khovaling,69.93305696,38.32980765
142,Panjakent,Mogiyon,11/23/2016,1040,1,1/7/2017 2:49,278,142,Rural,Sugd,Panjakent,67.67146515,39.25535144
141,Panjakent,Loiq Sherali,11/15/2016,1041,1,11/9/2016 2:48,32,141,Rural,Sugd,Panjakent,67.85106303,39.39133879
10,Dushanbe,,11/21/2016,1042,1,1/7/2017 0:18,171,10,urban,Dushanbe,Firdavsi,68.76331505,38.51701626
26,Tursunzoda,Tursun,11/14/2016,1043,1,12/9/2016 9:13,409,26,Rural,DRS,Tursubzoda,68.18750132,38.48957339
76,Shahrituz,Pakhtaobod,11/2/2016,1044,1,1/7/2017 0:46,368,76,urban,Khatlon,Shahrituz,68.1425386,37.26728663
123,Gonchi,Kalinina,12/4/2016,1045,1,10/28/2016 11:38,24,123,Rural,Sugd,Gonchi,69.11725818,39.74065623
112,B. Gafurov,Ismoil,11/20/2016,1046,1,10/31/2016 4:12,72,112,Rural,Sugd,B.Gafurov,69.90162882,40.35025138
49,Jirgatol,Iangishahr,11/14/2016,1047,1,1/7/2017 5:05,387,49,Rural,DRS,Jirgital,71.409352,39.349395
59,Vakhsh,Tojikobod,11/24/2016,1048,1,1/7/2017 3:07,103,59,Rural,Khatlon,Vakhsh,68.75694527,37.80499072
32,Vahdat,Bahor,10/28/2016,1049,1,1/7/2017 3:21,111,32,Rural,DRS,Vahdat,68.97934982,38.57005028
133,Istaravshan,Poshkent,12/2/2016,1050,1,10/31/2016 5:01,14,133,Rural,Sugd,Istaravshan,69.02077232,39.91072535
114,B.Gafurov,Isfisor,12/2/2016,1051,1,1/7/2017 4:30,214,114,Rural,Sugd,B.Gafurov,69.74909834,40.21390409
133,Istaravshan,Poshkent,12/3/2016,1052,1,1/7/2017 0:01,112,133,Rural,Sugd,Istaravshan,69.02077232,39.91072535
131,Istaravshan,Zarhalol,11/27/2016,1053,1,1/7/2017 0:03,243,131,Rural,Sugd,Istaravshan,69.02904727,39.97079798
107,B. Gafurov,,11/15/2016,1054,1,1/7/2017 4:30,320,107,urban,Sugd,B.Gafurov,69.70756918,40.22811016
125,Spitamen,Sarband,12/5/2016,1055,1,11/1/2016 3:14,20,125,Rural,Sugd,Spitamen,69.33312537,40.17681836
145,Ayni,Dardar,12/3/2016,1056,1,12/9/2016 12:01,226,145,Rural,Sugd,Ayni,68.45320176,39.43037903
14,Dushanbe,,11/14/2016,1057,1,1/7/2017 10:15,216,14,urban,Dushanbe,Shohmansur,68.81596074,38.55906902
142,Panjakent,Mogiyon,11/23/2016,1058,1,1/7/2017 5:59,357,142,Rural,Sugd,Panjakent,67.67146515,39.25535144
119,Mastcho,Paldorak,11/21/2016,1059,1,10/28/2016 10:05,21,119,Rural,Sugd,Maschoh,69.30387624,40.48528505
86,Kulob,Zardbor,11/8/2016,1060,1,1/7/2017 0:04,169,86,Rural,Khatlon,Kulob,69.76269966,37.88144998
74,Panj,Nuri vahdat,11/17/2016,1061,1,1/7/2017 3:52,322,74,Rural,Khatlon,Panj,69.10959662,37.22181688
146,Mastchoi Kuhi,Langar,12/7/2016,1062,1,12/23/2016 0:26,77,146,Rural,Sugd,Kukhistoni Maschoh,70.02596037,39.44865274
41,Fayzobod,Miskinobod,12/1/2016,1063,1,1/7/2017 0:02,359,41,Rural,DRS,Fayzabad,69.60020189,38.69467064
58,Khuroson,Ayni,11/21/2016,1064,1,1/7/2017 5:01,284,58,Rural,Khatlon,Khutoson,68.71908336,38.02825677
128,Istaravshan,,11/19/2016,1065,1,1/7/2017 0:03,96,128,urban,Sugd,Istaravshan,68.6559113,39.71858992
33,Vahdat,Guliston,11/16/2016,1066,1,1/7/2017 3:36,104,33,Rural,DRS,Vahdat,68.96713296,38.52478685
4,Dushanbe,,12/20/2016,1067,1,12/19/2016 15:38,4450,4,urban,Dushanbe,Sino,68.72877443,38.57967732
147,Khorog,"Imronshoev str., h 95",11/28/2016,1068,1,10/27/2016 2:24,19,147,urban,GBAO,Khorog,71.55659149,37.50950569
74,Panj,Nuri vahdat,11/17/2016,1069,1,1/7/2017 3:53,220,74,Rural,Khatlon,Panj,69.10959662,37.22181688
60,Vakhsh,Kirov,11/28/2016,1070,1,1/7/2017 5:11,319,60,Rural,Khatlon,Vakhsh,68.85812916,37.78894028
65,Yovon,Obimuki,11/29/2016,1071,1,1/7/2017 5:22,187,65,Rural,Khatlon,Yavan,69.02856188,38.20481524
82,Kulob,,10/28/2016,1072,1,1/7/2017 4:49,457,82,urban,Khatlon,Kulob,69.76746055,37.88558084
13,Dushanbe,,11/10/2016,1073,1,12/9/2016 20:20,21,13,urban,Dushanbe,Shohmansur,68.7884001,38.55603113
77,Shahrituz,Sayod,10/25/2016,1074,1,1/7/2017 0:08,503,77,Rural,Khatlon,Shahrituz,68.14991287,37.2103631
9,Dushanbe,,11/16/2016,1075,1,12/17/2016 2:38,14,9,urban,Dushanbe,Firdavsi,68.75332267,38.55576436
138,Konibodom,"Shokirjon Bohirov str.,h 98",11/25/2016,1076,1,1/7/2017 1:28,228,138,urban,Sugd,Konibodom,70.41509686,40.29681632
143,Panjakent,Sarazm,11/25/2016,1077,1,1/7/2017 9:41,126,143,Rural,Sugd,Panjakent,67.51757327,39.44362207
15,Varzob,Sadriddin Ayni,10/26/2016,1078,1,1/7/2017 3:29,455,15,Rural,DRS,Varzob,68.86685625,38.6767802
83,Kulob,Dahana,10/26/2016,1079,1,1/7/2017 1:50,351,83,Rural,Khatlon,Kulob,69.86078544,38.05089098
115,B.Gafurov,Undzhi,11/25/2016,1080,1,1/7/2017 5:03,249,115,Rural,Sugd,B.Gafurov,69.67319595,40.25527461
135,Shahriston,Shahriston,12/9/2016,1081,1,10/28/2016 0:10,10,135,Rural,Sugd,Shahriston,68.73296331,39.70628987
100,Temurmalik,Karakamish,11/22/2016,1082,1,10/27/2016 11:20,17,100,Rural,Khatlon,Temurmalik,69.48918127,38.20394327
81,Nosiri Khusrav,Firuza,11/3/2016,1083,1,1/7/2017 10:02,262,81,Rural,Khatlon,H. Khusrav,67.98130548,37.30840119
140,Panjakent,"Tereshkova str., h 7",11/18/2016,1084,1,12/16/2016 8:15,46,140,urban,Sugd,Panjakent,67.62777045,39.49913741
40,Fayzobod,Vishgard,11/29/2016,1085,1,12/9/2016 11:17,109,40,Rural,DRS,Fayzabad,69.23020602,38.53039006
103,Khujand,"27 dis.,h 6.,ap 22",11/24/2016,1086,1,1/7/2017 4:49,116,103,urban,Sugd,Khujand,69.59013445,40.2894689
38,Vahdat,Chuiangaron,12/5/2016,1087,1,12/9/2016 10:02,77,38,Rural,DRS,Vahdat,69.07644209,38.59496787
76,Shahrituz,"Ismoil Somoni str., h 20",10/29/2016,1088,1,11/2/2016 0:15,23,76,urban,Khatlon,Shahrituz,68.1425386,37.26728663
103,Khujand,"27 dis.,h 5.,ap 1",11/23/2016,1089,1,1/6/2017 11:35,288,103,urban,Sugd,Khujand,69.59013445,40.2894689
52,Bokhtar,Zargar,10/25/2016,1090,1,1/7/2017 4:34,469,52,Rural,Khatlon,Bokhtar,68.65960657,37.7954733
75,Panj,Ozodagon,11/21/2016,1091,1,12/9/2016 10:00,152,75,Rural,Khatlon,Panj,69.09934775,37.25032806
76,Shahrituz,Pakhtaobod,11/2/2016,1092,1,1/7/2017 5:19,471,76,urban,Khatlon,Shahrituz,68.1425386,37.26728663
62,Jomi,Yakkatut,12/2/2016,1093,1,1/7/2017 3:45,331,62,Rural,Khatlon,A.Jomi,68.77436286,37.94562745
19,Hisor,Mirzo Rizo,11/3/2016,1094,1,1/7/2017 4:55,652,19,Rural,DRS,Gissar,68.52237609,38.5038854
48,Jirgatol,Alga,11/23/2016,1095,1,11/20/2016 4:21,22,48,Rural,DRS,Jirgital,71.908341,39.201393
80,Qabodiyon,Nosiri Khusrav ,11/9/2016,1096,1,1/7/2017 5:18,632,80,Rural,Khatlon,Kubodien,68.19332619,37.41367716
18,Hisor,Mirzo Rizo,10/31/2016,1097,1,1/7/2017 3:56,408,18,Rural,DRS,Gissar,68.48375532,38.56839889
119,Mastcho,Paldorak,11/23/2016,1098,1,1/7/2017 5:16,193,119,Rural,Sugd,Maschoh,69.30387624,40.48528505
14,Dushanbe,,11/15/2016,1099,1,1/7/2017 0:19,66,14,urban,Dushanbe,Shohmansur,68.81596074,38.55906902
110,B.Gafurov,Katagon,12/6/2016,1100,1,1/7/2017 5:10,176,110,Rural,Sugd,B.Gafurov,69.80406909,40.23579195
115,B.Gafurov,Undzhi,12/5/2016,1101,1,1/7/2017 5:18,200,115,Rural,Sugd,B.Gafurov,69.67319595,40.25527461
7,Dushanbe,,11/19/2016,1102,1,12/9/2016 11:01,84,7,urban,Dushanbe,Sino,68.74557007,38.55727731
59,Vakhsh,Tojikobod,11/24/2016,1103,1,1/7/2017 5:05,470,59,Rural,Khatlon,Vakhsh,68.75694527,37.80499072
88,Vose ,Guliston,11/7/2016,1104,1,1/7/2017 5:20,415,88,Rural,Khatlon,Voce,69.55226138,37.7778347
126,J.Rasulov,Gulakandoz,12/9/2016,1105,1,1/7/2017 5:15,204,126,Rural,Sugd,J.Rasulov,69.45667544,40.16107849
45,Rasht,Dzharf,11/1/2016,1106,1,1/7/2017 5:04,472,45,Rural,DRS,Rasht,70.628691,39.147376
139,Konibodom,Puloton,11/27/2016,1107,1,1/7/2017 4:23,287,139,Rural,Sugd,Konibodom,70.42780818,40.30465143
93,Farkhor,Gulshan,10/29/2016,1108,1,1/6/2017 10:38,541,93,Rural,Khatlon,Farkhor,69.42917184,37.57537252
34,Vahdat,Guliston,12/3/2016,1109,1,1/7/2017 5:05,42,34,Rural,DRS,Vahdat,68.96256182,38.49564397
96,Nurek,Dukoni,11/24/2016,1110,1,1/7/2017 1:27,111,96,Rural,Khatlon,Nurek,69.2479133,38.4025367
14,Dushanbe,,11/13/2016,1111,1,1/7/2017 7:34,225,14,urban,Dushanbe,Shohmansur,68.81596074,38.55906902
128,Istaravshan,,11/19/2016,1112,1,1/7/2017 0:03,91,128,urban,Sugd,Istaravshan,68.6559113,39.71858992
16,Hisor,,10/27/2016,1113,1,1/7/2017 2:20,299,16,urban,DRS,Gissar,68.54355895,38.53150235
1,Dushanbe,,10/24/2016,1114,1,1/7/2017 4:38,243,1,urban,Dushanbe,Somoni,68.76761352,38.64647594
18,Hisor,Mirzo Rizo,10/31/2016,1115,1,1/7/2017 4:28,140,18,Rural,DRS,Gissar,68.48375532,38.56839889
91,Muminobod,Balkhobi,11/23/2016,1116,1,1/4/2017 9:55,25,91,Rural,Khatlon,Muminobod,69.8403121,37.91703144
149,Rushon,Abdulvosi,11/10/2016,1117,1,1/7/2017 2:54,208,149,Rural,GBAO,Rushon,71.30864433,37.92512307
117,B.Gafurov,Khistevarz,12/6/2016,1118,1,1/7/2017 5:10,214,117,Rural,Sugd,B.Gafurov,69.81074747,40.1972635
73,Panj,Mehvar,11/14/2016,1119,1,1/7/2017 1:13,357,73,Rural,Khatlon,Panj,69.08546113,37.24364286
132,Istaravshan,Nijoni,12/1/2016,1120,1,1/7/2017 0:02,516,132,Rural,Sugd,Istaravshan,68.92031645,39.97013038
38,Vahdat,Chuiangaron,11/21/2016,1121,1,1/7/2017 5:22,230,38,Rural,DRS,Vahdat,69.07644209,38.59496787
137,Isfara,Shahrak,11/21/2016,1122,1,1/7/2017 1:31,113,137,Rural,Sugd,Isfara,70.57960926,40.14345155
46,Rasht,Hichporak,11/3/2016,1123,1,12/9/2016 10:06,263,46,Rural,DRS,Rasht,70.505438,38.996127
137,Isfara,Shahrak,11/21/2016,1124,1,11/1/2016 3:46,24,137,Rural,Sugd,Isfara,70.57960926,40.14345155
149,Rushon,Abdulvosi,11/10/2016,1125,1,1/7/2017 3:28,156,149,Rural,GBAO,Rushon,71.30864433,37.92512307
9,Dushanbe,,11/17/2016,1126,1,1/6/2017 11:14,178,9,urban,Dushanbe,Firdavsi,68.75332267,38.55576436
57,Khuroson,Ayni,11/17/2016,1127,1,12/9/2016 9:58,278,57,Rural,Khatlon,Khutoson,68.69857778,37.9799092
37,Vahdat,Simiganj,11/19/2016,1128,1,1/7/2017 5:20,79,37,Rural,DRS,Vahdat,69.00756093,38.63505835
130,Istaravshan,Guli Surkh,11/21/2016,1129,1,1/7/2017 0:00,288,130,Rural,Sugd,Istaravshan,68.95339277,39.88734071
26,Tursunzoda,Tursun,11/14/2016,1130,1,1/7/2017 5:16,579,26,Rural,DRS,Tursubzoda,68.18750132,38.48957339
103,Khujand,,11/20/2016,1131,1,1/7/2017 3:49,326,103,urban,Sugd,Khujand,69.59013445,40.2894689
70,Qumsangir,Krupskaya,11/3/2016,1132,1,1/7/2017 1:18,432,70,Rural,Khatlon,Qumsangir,68.6400463,37.459768
90,Shurobod,Shurobod,11/21/2016,1133,1,1/7/2017 4:38,334,90,Rural,Khatlon,Shuronod,70.04056817,37.84226291
73,Panj,Mehvar,11/14/2016,1134,1,1/7/2017 2:05,1296,73,Rural,Khatlon,Panj,69.08546113,37.24364286
48,Jirgatol,Aga,11/23/2016,1135,1,11/25/2016 13:10,69,48,Rural,DRS,Jirgital,71.908341,39.201393
93,Farkhor,Gulshan,10/27/2016,1136,1,12/9/2016 9:02,356,93,Rural,Khatlon,Farkhor,69.42917184,37.57537252
65,Yovon,Obimuki,11/29/2016,1137,1,1/7/2017 5:22,115,65,Rural,Khatlon,Yavan,69.02856188,38.20481524
118,Mastcho,Oburdon,11/18/2016,1138,1,1/7/2017 2:30,351,118,Rural,Sugd,Maschoh,69.31297571,40.42845521
56,Bokhtar,Sarvati Istiqlol,11/14/2016,1139,1,1/7/2017 5:09,558,56,Rural,Khatlon,Bokhtar,68.74439172,37.81553283
150,Shugnon,Vanqala ,11/3/2016,1140,1,1/7/2017 3:42,190,150,Rural,GBAO,Shugnon,72.3365791,37.6991956
58,Khuroson,Ayni,11/21/2016,1141,1,1/7/2017 2:05,303,58,Rural,Khatlon,Khutoson,68.71908336,38.02825677
121,Asht,Shaydon,12/3/2016,1142,1,11/5/2016 0:15,22,121,Rural,Sugd,Asht,70.31425664,40.64793346
24,Rudaki,Chorgulteppa,11/25/2016,1143,1,1/7/2017 4:52,270,24,Rural,DRS,Rudaki,68.76780296,38.42989909
87,Vose,,11/5/2016,1144,1,1/7/2017 0:01,577,87,urban,Khatlon,Voce,69.63650438,37.7953963
3,Dushanbe,,11/3/2016,1145,1,1/3/2017 20:41,56,3,urban,Dushanbe,Somoni,68.7935655,38.59964447
63,Jomi,Iakkatut,12/6/2016,1146,1,1/7/2017 5:07,394,63,Rural,Khatlon,A.Jomi,68.75491381,37.9556626
1,Dushanbe,,10/26/2016,1147,1,1/2/2017 1:08,163,1,urban,Dushanbe,Somoni,68.76761352,38.64647594
